epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,957.273,1.21298,1.56423,1.25446,0.54721,0.40099,0.42336,0.28868,1.22553,1.44522,1.22643,0.00333287,0.00333287,0.00333287
